PARTICLE_C
x,y
2020-04-10T00:56:56.293Z,64
2020-04-10T00:57:26.293Z,64
2020-04-10T00:57:56.293Z,61
2020-04-10T00:58:26.293Z,55
2020-04-10T00:58:56.293Z,53
2020-04-10T00:59:26.293Z,46
2020-04-10T00:59:56.293Z,56
2020-04-10T01:00:26.293Z,53
2020-04-10T01:00:56.293Z,69
2020-04-10T01:01:26.293Z,63
2020-04-10T01:01:56.293Z,96
2020-04-10T01:02:26.293Z,90
2020-04-10T01:02:56.293Z,98
2020-04-10T01:03:26.293Z,70
2020-04-10T01:03:56.293Z,83
2020-04-10T01:04:26.293Z,62
2020-04-10T01:04:56.293Z,71
2020-04-10T01:05:26.293Z,70
2020-04-10T01:05:56.293Z,88
2020-04-10T01:06:26.293Z,108
2020-04-10T01:06:56.293Z,94
2020-04-10T01:07:26.293Z,77
2020-04-10T01:07:56.293Z,101
2020-04-10T01:08:26.293Z,121
2020-04-10T01:08:56.293Z,122
2020-04-10T01:09:26.293Z,117
2020-04-10T01:09:56.293Z,131
2020-04-10T01:10:26.293Z,99
2020-04-10T01:10:56.293Z,125
2020-04-10T01:11:26.295Z,100
2020-04-10T01:11:56.295Z,133
2020-04-10T01:12:26.295Z,145
2020-04-10T01:12:56.295Z,143
2020-04-10T01:13:26.294Z,160
2020-04-10T01:13:56.294Z,157
2020-04-10T01:14:26.294Z,145
2020-04-10T01:14:56.293Z,154
2020-04-10T01:15:26.294Z,190
2020-04-10T01:15:56.294Z,199
2020-04-10T01:16:26.294Z,160
2020-04-10T01:16:56.293Z,163
2020-04-10T01:17:26.293Z,137
2020-04-10T01:17:56.293Z,161
2020-04-10T01:18:26.293Z,178
2020-04-10T01:18:56.294Z,195
2020-04-10T01:19:26.294Z,215
2020-04-10T01:19:56.293Z,227
2020-04-10T01:20:26.294Z,217
2020-04-10T01:20:56.294Z,245
2020-04-10T01:21:26.294Z,220
2020-04-10T01:21:56.293Z,233
2020-04-10T01:22:26.294Z,252
2020-04-10T01:22:56.294Z,232
2020-04-10T01:23:26.294Z,276
2020-04-10T01:23:56.294Z,272
2020-04-10T01:24:26.294Z,283
2020-04-10T01:24:56.293Z,259
2020-04-10T01:25:26.293Z,316
2020-04-10T01:25:56.293Z,320
2020-04-10T01:26:26.293Z,349
2020-04-10T01:26:56.293Z,341
2020-04-10T01:27:26.293Z,340
2020-04-10T01:27:56.294Z,384
2020-04-10T01:28:26.294Z,376
2020-04-10T01:28:56.294Z,392
2020-04-10T01:29:26.294Z,432
2020-04-10T01:29:56.294Z,419
2020-04-10T01:30:26.294Z,363
2020-04-10T01:30:56.294Z,428
2020-04-10T01:31:26.293Z,415
2020-04-10T01:31:56.294Z,429
2020-04-10T01:32:26.293Z,438
2020-04-10T01:32:56.293Z,390
2020-04-10T01:33:26.293Z,486
2020-04-10T01:33:56.293Z,411
2020-04-10T01:34:26.293Z,468
2020-04-10T01:34:56.293Z,506
2020-04-10T01:35:26.293Z,536
2020-04-10T01:35:56.293Z,499
2020-04-10T01:36:26.293Z,521
2020-04-10T01:36:56.293Z,512
2020-04-10T01:37:26.293Z,541
2020-04-10T01:37:56.293Z,597
2020-04-10T01:38:26.293Z,552
2020-04-10T01:38:56.293Z,577
2020-04-10T01:39:26.293Z,596
2020-04-10T01:39:56.293Z,590
2020-04-10T01:40:26.293Z,622
2020-04-10T01:40:56.293Z,627
2020-04-10T01:41:26.293Z,682
2020-04-10T01:41:56.293Z,695
2020-04-10T01:42:26.293Z,673
2020-04-10T01:42:56.293Z,701
2020-04-10T01:43:26.293Z,735
2020-04-10T01:43:56.293Z,700
2020-04-10T01:44:26.293Z,715
2020-04-10T01:44:56.293Z,797
2020-04-10T01:45:26.293Z,831
2020-04-10T01:45:56.293Z,837
2020-04-10T01:46:26.293Z,877
2020-04-10T01:46:56.293Z,853
2020-04-10T01:47:26.293Z,889
2020-04-10T01:47:56.293Z,894
2020-04-10T01:48:26.293Z,916
2020-04-10T01:48:56.293Z,982
2020-04-10T01:49:26.293Z,954
2020-04-10T01:49:56.293Z,1019
2020-04-10T01:50:26.293Z,1008
2020-04-10T01:50:56.293Z,1030
2020-04-10T01:51:26.293Z,1048
2020-04-10T01:51:56.293Z,1069
2020-04-10T01:52:26.293Z,1119
2020-04-10T01:52:56.293Z,1143
2020-04-10T01:53:26.293Z,1136
2020-04-10T01:53:56.293Z,1180
2020-04-10T01:54:26.293Z,1221
2020-04-10T01:54:56.293Z,1313
2020-04-10T01:55:26.293Z,1260
2020-04-10T01:55:56.293Z,1244
2020-04-10T01:56:26.293Z,1209
2020-04-10T01:56:56.293Z,1267
2020-04-10T01:57:26.293Z,1264
2020-04-10T01:57:56.293Z,1298
2020-04-10T01:58:26.293Z,1389
2020-04-10T01:58:56.293Z,1432
2020-04-10T01:59:26.293Z,1466
2020-04-10T01:59:56.293Z,1427
2020-04-10T02:00:26.293Z,1517
2020-04-10T02:00:56.293Z,1519
2020-04-10T02:01:26.293Z,1561
2020-04-10T02:01:56.293Z,1594
2020-04-10T02:02:26.293Z,1662
2020-04-10T02:02:56.293Z,1667
2020-04-10T02:03:26.293Z,1767
2020-04-10T02:03:56.293Z,1682
2020-04-10T02:04:26.293Z,1721
2020-04-10T02:04:56.293Z,1781
2020-04-10T02:05:26.293Z,1856
2020-04-10T02:05:56.293Z,1821
2020-04-10T02:06:26.293Z,1865
2020-04-10T02:06:56.293Z,1859
2020-04-10T02:07:26.293Z,2043
2020-04-10T02:07:56.293Z,2034
2020-04-10T02:08:26.293Z,1949
2020-04-10T02:08:56.293Z,2115
2020-04-10T02:09:26.293Z,2079
2020-04-10T02:09:56.293Z,2081
2020-04-10T02:10:26.293Z,2136
2020-04-10T02:10:56.293Z,2191
2020-04-10T02:11:26.293Z,2262
2020-04-10T02:11:56.293Z,2169
2020-04-10T02:12:26.293Z,2170
2020-04-10T02:12:56.293Z,2227
2020-04-10T02:13:26.293Z,2263
2020-04-10T02:13:56.293Z,2246
2020-04-10T02:14:26.293Z,2270
2020-04-10T02:14:56.293Z,2338
2020-04-10T02:15:26.293Z,2366
2020-04-10T02:15:56.293Z,2286
2020-04-10T02:16:26.293Z,2479
2020-04-10T02:16:56.293Z,2342
2020-04-10T02:17:26.293Z,2457
2020-04-10T02:17:56.293Z,2515
2020-04-10T02:18:26.293Z,2525
2020-04-10T02:18:56.293Z,2454
2020-04-10T02:19:26.293Z,2511
2020-04-10T02:19:56.293Z,2543
2020-04-10T02:20:26.293Z,2541
2020-04-10T02:20:56.293Z,2682
2020-04-10T02:21:26.293Z,2717
2020-04-10T02:21:56.293Z,2585
2020-04-10T02:22:26.293Z,2710
2020-04-10T02:22:56.293Z,2768
2020-04-10T02:23:26.293Z,2760
2020-04-10T02:23:56.293Z,2771
2020-04-10T02:24:26.293Z,2861
2020-04-10T02:24:56.293Z,2793
2020-04-10T02:25:26.293Z,2834
2020-04-10T02:25:56.293Z,2856
2020-04-10T02:26:26.293Z,2940
2020-04-10T02:26:56.293Z,3076
2020-04-10T02:27:26.293Z,3004
2020-04-10T02:27:56.293Z,3072
2020-04-10T02:28:26.293Z,3084
2020-04-10T02:28:56.293Z,3153
2020-04-10T02:29:26.293Z,3187
2020-04-10T02:29:56.293Z,3062
2020-04-10T02:30:26.293Z,3180
2020-04-10T02:30:56.293Z,3294
2020-04-10T02:31:26.293Z,3241
2020-04-10T02:31:56.293Z,3294
2020-04-10T02:32:26.293Z,3353
2020-04-10T02:32:56.293Z,3195
2020-04-10T02:33:26.293Z,3396
2020-04-10T02:33:56.293Z,3438
2020-04-10T02:34:26.293Z,3554
2020-04-10T02:34:56.293Z,3543
2020-04-10T02:35:26.293Z,3651
2020-04-10T02:35:56.293Z,3565
2020-04-10T02:36:26.293Z,3551
2020-04-10T02:36:56.293Z,3485
2020-04-10T02:37:26.293Z,3639
2020-04-10T02:37:56.293Z,3643
2020-04-10T02:38:26.293Z,3702
2020-04-10T02:38:56.293Z,3736
2020-04-10T02:39:26.293Z,3876
2020-04-10T02:39:56.293Z,3806
2020-04-10T02:40:26.293Z,3795
2020-04-10T02:40:56.293Z,4066
2020-04-10T02:41:26.293Z,4023
2020-04-10T02:41:56.293Z,4071
2020-04-10T02:42:26.293Z,4103
2020-04-10T02:42:56.293Z,4090
2020-04-10T02:43:26.293Z,4166
2020-04-10T02:43:56.293Z,4236
2020-04-10T02:44:26.293Z,4257
2020-04-10T02:44:56.293Z,4286
2020-04-10T02:45:26.293Z,4345
2020-04-10T02:45:56.293Z,4402
2020-04-10T02:46:26.293Z,4383
2020-04-10T02:46:56.293Z,4490
2020-04-10T02:47:26.293Z,4528
2020-04-10T02:47:56.293Z,4573
2020-04-10T02:48:26.293Z,4609
2020-04-10T02:48:56.293Z,4772
2020-04-10T02:49:26.293Z,4550
2020-04-10T02:49:56.293Z,4696
2020-04-10T02:50:26.293Z,4846
2020-04-10T02:50:56.293Z,4828
2020-04-10T02:51:26.293Z,4916
2020-04-10T02:51:56.293Z,4941
2020-04-10T02:52:26.293Z,4931
2020-04-10T02:52:56.293Z,5139
2020-04-10T02:53:26.293Z,5035
2020-04-10T02:53:56.293Z,5081
2020-04-10T02:54:26.293Z,5277
2020-04-10T02:54:56.293Z,5220
2020-04-10T02:55:26.293Z,5456
2020-04-10T02:55:56.293Z,5309
2020-04-10T02:56:26.293Z,5327
2020-04-10T02:56:56.293Z,5342
2020-04-10T02:57:26.293Z,5545
2020-04-10T02:57:56.293Z,5513
2020-04-10T02:58:26.293Z,5537
2020-04-10T02:58:56.293Z,5560
2020-04-10T02:59:26.293Z,5753
2020-04-10T02:59:56.293Z,5797
2020-04-10T03:00:26.293Z,5724
2020-04-10T03:00:56.293Z,5721
2020-04-10T03:01:26.293Z,5797
2020-04-10T03:01:56.293Z,5710
2020-04-10T03:02:26.293Z,5876
2020-04-10T03:02:56.293Z,5969
2020-04-10T03:03:26.293Z,5903
2020-04-10T03:03:56.293Z,5970
2020-04-10T03:04:26.293Z,5900
2020-04-10T03:04:56.293Z,6036
2020-04-10T03:05:26.293Z,5845
2020-04-10T03:05:56.293Z,5965
2020-04-10T03:06:26.293Z,5943
2020-04-10T03:06:56.293Z,5939
2020-04-10T03:07:26.293Z,6037
2020-04-10T03:07:56.293Z,6130
2020-04-10T03:08:26.293Z,5903
2020-04-10T03:08:56.293Z,6073
2020-04-10T03:09:26.293Z,6008
2020-04-10T03:09:56.293Z,5891
2020-04-10T03:10:26.293Z,5869
2020-04-10T03:10:56.293Z,5768
2020-04-10T03:11:26.293Z,5830
2020-04-10T03:11:56.293Z,5681
2020-04-10T03:12:26.293Z,5511
2020-04-10T03:12:56.293Z,5384
2020-04-10T03:13:26.293Z,5529
2020-04-10T03:13:56.293Z,5336
2020-04-10T03:14:26.293Z,5377
2020-04-10T03:14:56.293Z,5338
2020-04-10T03:15:26.293Z,5117
2020-04-10T03:15:56.293Z,5033
2020-04-10T03:16:26.293Z,4928
2020-04-10T03:16:56.293Z,4787
2020-04-10T03:17:26.293Z,4600
2020-04-10T03:17:56.293Z,4545
2020-04-10T03:18:26.293Z,4536
2020-04-10T03:18:56.293Z,4328
2020-04-10T03:19:26.293Z,4092
2020-04-10T03:19:56.293Z,3925
2020-04-10T03:20:26.293Z,3795
2020-04-10T03:20:56.293Z,3532
2020-04-10T03:21:26.293Z,3397
2020-04-10T03:21:56.293Z,3156
2020-04-10T03:22:26.293Z,3020
2020-04-10T03:22:56.293Z,2807
2020-04-10T03:23:26.293Z,2665
2020-04-10T03:23:56.293Z,2625
2020-04-10T03:24:26.293Z,2272
2020-04-10T03:24:56.293Z,2140
2020-04-10T03:25:26.293Z,2107
2020-04-10T03:25:56.293Z,2006
2020-04-10T03:26:26.293Z,1935
2020-04-10T03:26:56.293Z,1781
2020-04-10T03:27:26.293Z,1670
2020-04-10T03:27:56.293Z,1593
2020-04-10T03:28:26.293Z,1478
2020-04-10T03:28:56.293Z,1354
2020-04-10T03:29:26.293Z,1302
2020-04-10T03:29:56.293Z,1308
2020-04-10T03:30:26.293Z,1240
2020-04-10T03:30:56.293Z,1191
2020-04-10T03:31:26.293Z,1154
2020-04-10T03:31:56.293Z,1059
2020-04-10T03:32:26.293Z,1055
2020-04-10T03:32:56.293Z,1087
2020-04-10T03:33:26.293Z,1040
2020-04-10T03:33:56.293Z,985
2020-04-10T03:34:26.293Z,1043
2020-04-10T03:34:56.293Z,1094
2020-04-10T03:35:26.293Z,1095
2020-04-10T03:35:56.293Z,1038
2020-04-10T03:36:26.293Z,1113
2020-04-10T03:36:56.293Z,1173
2020-04-10T03:37:26.293Z,1197
2020-04-10T03:37:56.293Z,1210
2020-04-10T03:38:26.293Z,1262
2020-04-10T03:38:56.293Z,1295
2020-04-10T03:39:26.293Z,1373
2020-04-10T03:39:56.293Z,1388
2020-04-10T03:40:26.293Z,1421
2020-04-10T03:40:56.293Z,1507
2020-04-10T03:41:26.293Z,1601
2020-04-10T03:41:56.293Z,1688
2020-04-10T03:42:26.293Z,1796
2020-04-10T03:42:56.293Z,1822
2020-04-10T03:43:26.293Z,1903
2020-04-10T03:43:56.293Z,1986
2020-04-10T03:44:26.293Z,2144
2020-04-10T03:44:56.293Z,2090
2020-04-10T03:45:26.294Z,2284
2020-04-10T03:45:56.293Z,2329
2020-04-10T03:46:26.293Z,2422
2020-04-10T03:46:56.293Z,2536
2020-04-10T03:47:26.293Z,2597
2020-04-10T03:47:56.293Z,2717
2020-04-10T03:48:26.293Z,2777
2020-04-10T03:48:56.293Z,2873
2020-04-10T03:49:26.293Z,3027
2020-04-10T03:49:56.293Z,3092
2020-04-10T03:50:26.293Z,3355
2020-04-10T03:50:56.293Z,3432
2020-04-10T03:51:26.295Z,3473
2020-04-10T03:51:56.293Z,3614
2020-04-10T03:52:26.293Z,3670
2020-04-10T03:52:56.293Z,3841
2020-04-10T03:53:26.293Z,3931
2020-04-10T03:53:56.293Z,3996
2020-04-10T03:54:26.293Z,4169
2020-04-10T03:54:56.293Z,4258
2020-04-10T03:55:26.294Z,4314
2020-04-10T03:55:56.293Z,4434
2020-04-10T03:56:26.293Z,4486
2020-04-10T03:56:56.293Z,4635
2020-04-10T03:57:26.293Z,4866
2020-04-10T03:57:56.293Z,4963
2020-04-10T03:58:26.293Z,5093
2020-04-10T03:58:56.293Z,5025
2020-04-10T03:59:26.293Z,5206
2020-04-10T03:59:56.293Z,5256
2020-04-10T04:00:26.293Z,5358
2020-04-10T04:00:56.293Z,5618
2020-04-10T04:01:26.293Z,5553
2020-04-10T04:01:56.293Z,5614
2020-04-10T04:02:26.293Z,5653
2020-04-10T04:02:56.293Z,5825
2020-04-10T04:03:26.293Z,5862
2020-04-10T04:03:56.293Z,5854
2020-04-10T04:04:26.293Z,5930
2020-04-10T04:04:56.293Z,6096
2020-04-10T04:05:26.293Z,6115
2020-04-10T04:05:56.293Z,6178
2020-04-10T04:06:26.293Z,6063
2020-04-10T04:06:56.293Z,6199
2020-04-10T04:07:26.293Z,6071
2020-04-10T04:07:56.293Z,6189
2020-04-10T04:08:26.293Z,6229
2020-04-10T04:08:56.293Z,6332
2020-04-10T04:09:26.293Z,6397
2020-04-10T04:09:56.293Z,6325
2020-04-10T04:10:26.293Z,6292
2020-04-10T04:10:56.293Z,6436
2020-04-10T04:11:26.293Z,6281
2020-04-10T04:11:56.293Z,6369
2020-04-10T04:12:26.293Z,6333
2020-04-10T04:12:56.293Z,6250
2020-04-10T04:13:26.294Z,6321
2020-04-10T04:13:56.293Z,6272
2020-04-10T04:14:26.293Z,6224
2020-04-10T04:14:56.293Z,5997
2020-04-10T04:15:26.293Z,6227
2020-04-10T04:15:56.293Z,6103
2020-04-10T04:16:26.293Z,5954
2020-04-10T04:16:56.293Z,5952
2020-04-10T04:17:26.293Z,6023
2020-04-10T04:17:56.293Z,6039
2020-04-10T04:18:26.293Z,5794
2020-04-10T04:18:56.293Z,5988
2020-04-10T04:19:26.293Z,5770
2020-04-10T04:19:56.293Z,5694
2020-04-10T04:20:26.293Z,5671
2020-04-10T04:20:56.293Z,5712
2020-04-10T04:21:26.293Z,5575
2020-04-10T04:21:56.293Z,5591
2020-04-10T04:22:26.293Z,5421
2020-04-10T04:22:56.293Z,5478
2020-04-10T04:23:26.293Z,5515
2020-04-10T04:23:56.293Z,5416
2020-04-10T04:24:26.293Z,5450
2020-04-10T04:24:56.293Z,5296
2020-04-10T04:25:26.293Z,5267
2020-04-10T04:25:56.293Z,5327
2020-04-10T04:26:26.294Z,5238
2020-04-10T04:26:56.293Z,5058
2020-04-10T04:27:26.293Z,5124
2020-04-10T04:27:56.293Z,5099
2020-04-10T04:28:26.293Z,5109
2020-04-10T04:28:56.293Z,4989
2020-04-10T04:29:26.293Z,4892
2020-04-10T04:29:56.293Z,4977
2020-04-10T04:30:26.293Z,5000
2020-04-10T04:30:56.293Z,4861
2020-04-10T04:31:26.293Z,4990
2020-04-10T04:31:56.293Z,4880
2020-04-10T04:32:26.293Z,4947
2020-04-10T04:32:56.293Z,4795
2020-04-10T04:33:26.293Z,4852
2020-04-10T04:33:56.293Z,4885
2020-04-10T04:34:26.293Z,4729
2020-04-10T04:34:56.293Z,4762
2020-04-10T04:35:26.293Z,4829
2020-04-10T04:35:56.293Z,4745
2020-04-10T04:36:26.293Z,4850
2020-04-10T04:36:56.293Z,4730
2020-04-10T04:37:26.292Z,4854
2020-04-10T04:37:56.293Z,4905
2020-04-10T04:38:26.293Z,4818
2020-04-10T04:38:56.293Z,5010
2020-04-10T04:39:26.293Z,4876
2020-04-10T04:39:56.293Z,4918
2020-04-10T04:40:26.293Z,4988
2020-04-10T04:40:56.293Z,4978
2020-04-10T04:41:26.293Z,5020
2020-04-10T04:41:56.293Z,4986
2020-04-10T04:42:26.293Z,4999
2020-04-10T04:42:56.293Z,4944
2020-04-10T04:43:26.293Z,5145
2020-04-10T04:43:56.293Z,5155
2020-04-10T04:44:26.293Z,5143
2020-04-10T04:44:56.293Z,5138
2020-04-10T04:45:26.293Z,5132
2020-04-10T04:45:56.293Z,5285
2020-04-10T04:46:26.293Z,5255
2020-04-10T04:46:56.293Z,5406
2020-04-10T04:47:26.293Z,5431
2020-04-10T04:47:56.293Z,5130
2020-04-10T04:48:26.293Z,5389
2020-04-10T04:48:56.293Z,5353
2020-04-10T04:49:26.293Z,5320
2020-04-10T04:49:56.293Z,5473
2020-04-10T04:50:26.293Z,5444
2020-04-10T04:50:56.293Z,5498
2020-04-10T04:51:26.293Z,5555
2020-04-10T04:51:56.293Z,5440
2020-04-10T04:52:26.293Z,5399
2020-04-10T04:52:56.293Z,5486
2020-04-10T04:53:26.293Z,5450
2020-04-10T04:53:56.293Z,5385
2020-04-10T04:54:26.293Z,5421
2020-04-10T04:54:56.293Z,5443
2020-04-10T04:55:26.293Z,5194
2020-04-10T04:55:56.293Z,5346
2020-04-10T04:56:26.293Z,5239
2020-04-10T04:56:56.293Z,5321
2020-04-10T04:57:26.293Z,4990
2020-04-10T04:57:56.293Z,4880
2020-04-10T04:58:26.293Z,4949
2020-04-10T04:58:56.293Z,4817
2020-04-10T04:59:26.293Z,4812
2020-04-10T04:59:56.293Z,4622
2020-04-10T05:00:26.293Z,4613
2020-04-10T05:00:56.293Z,4655
2020-04-10T05:01:26.293Z,4429
2020-04-10T05:01:56.293Z,4283
2020-04-10T05:02:26.293Z,4289
2020-04-10T05:02:56.293Z,4030
2020-04-10T05:03:26.293Z,3942
2020-04-10T05:03:56.293Z,3836
2020-04-10T05:04:26.293Z,3712
2020-04-10T05:04:56.293Z,3646
2020-04-10T05:05:26.293Z,3585
2020-04-10T05:05:56.293Z,3436
2020-04-10T05:06:26.293Z,3403
2020-04-10T05:06:56.293Z,3258
2020-04-10T05:07:26.293Z,3166
2020-04-10T05:07:56.293Z,2904
2020-04-10T05:08:26.293Z,3013
2020-04-10T05:08:56.293Z,2741
2020-04-10T05:09:26.293Z,2705
2020-04-10T05:09:56.293Z,2706
2020-04-10T05:10:26.293Z,2489
2020-04-10T05:10:56.293Z,2477
2020-04-10T05:11:26.293Z,2201
2020-04-10T05:11:56.293Z,2270
2020-04-10T05:12:26.293Z,2256
2020-04-10T05:12:56.293Z,2218
2020-04-10T05:13:26.293Z,2073
2020-04-10T05:13:56.293Z,1947
2020-04-10T05:14:26.293Z,2040
2020-04-10T05:14:56.293Z,1807
2020-04-10T05:15:26.293Z,1834
2020-04-10T05:15:56.293Z,1822
2020-04-10T05:16:26.293Z,1751
2020-04-10T05:16:56.293Z,1715
2020-04-10T05:17:26.293Z,1650
2020-04-10T05:17:56.293Z,1718
2020-04-10T05:18:26.293Z,1595
2020-04-10T05:18:56.293Z,1583
2020-04-10T05:19:26.293Z,1558
2020-04-10T05:19:56.293Z,1519
2020-04-10T05:20:26.293Z,1516
2020-04-10T05:20:56.293Z,1569
2020-04-10T05:21:26.293Z,1486
2020-04-10T05:21:56.293Z,1540
2020-04-10T05:22:26.293Z,1557
2020-04-10T05:22:56.293Z,1678
2020-04-10T05:23:26.293Z,1705
2020-04-10T05:23:56.293Z,1739
2020-04-10T05:24:26.293Z,1871
2020-04-10T05:24:56.293Z,1975
2020-04-10T05:25:26.293Z,2016
2020-04-10T05:25:56.293Z,2084
2020-04-10T05:26:26.293Z,2290
2020-04-10T05:26:56.293Z,2443
2020-04-10T05:27:26.293Z,2600
2020-04-10T05:27:56.293Z,2885
2020-04-10T05:28:26.293Z,2910
2020-04-10T05:28:56.293Z,3192
2020-04-10T05:29:26.293Z,3441
2020-04-10T05:29:56.293Z,3540
2020-04-10T05:30:26.293Z,3859
2020-04-10T05:30:56.293Z,3960
2020-04-10T05:31:26.293Z,4143
2020-04-10T05:31:56.293Z,4393
2020-04-10T05:32:26.293Z,4496
2020-04-10T05:32:56.293Z,4711
2020-04-10T05:33:26.293Z,4955
2020-04-10T05:33:56.293Z,4938
2020-04-10T05:34:26.293Z,5202
2020-04-10T05:34:56.293Z,5285
2020-04-10T05:35:26.293Z,5250
2020-04-10T05:35:56.293Z,5597
2020-04-10T05:36:26.293Z,5593
2020-04-10T05:36:56.293Z,5657
2020-04-10T05:37:26.293Z,5754
2020-04-10T05:37:56.293Z,5690
2020-04-10T05:38:26.293Z,5749
2020-04-10T05:38:56.293Z,5794
2020-04-10T05:39:26.293Z,5878
2020-04-10T05:39:56.293Z,5808
2020-04-10T05:40:26.293Z,5826
2020-04-10T05:40:56.293Z,5880
2020-04-10T05:41:26.293Z,5917
2020-04-10T05:41:56.293Z,5877
2020-04-10T05:42:26.293Z,5745
2020-04-10T05:42:56.293Z,5788
2020-04-10T05:43:26.293Z,5756
2020-04-10T05:43:56.293Z,5860
2020-04-10T05:44:26.293Z,5724
2020-04-10T05:44:56.293Z,5688
2020-04-10T05:45:26.293Z,5662
2020-04-10T05:45:56.293Z,5524
2020-04-10T05:46:26.293Z,5417
2020-04-10T05:46:56.293Z,5385
2020-04-10T05:47:26.293Z,5498
2020-04-10T05:47:56.293Z,5243
2020-04-10T05:48:26.293Z,5120
2020-04-10T05:48:56.293Z,5162
2020-04-10T05:49:26.293Z,5188
2020-04-10T05:49:56.293Z,5036
2020-04-10T05:50:26.293Z,5006
2020-04-10T05:50:56.293Z,5108
2020-04-10T05:51:26.293Z,4929
2020-04-10T05:51:56.293Z,4842
2020-04-10T05:52:26.293Z,4871
2020-04-10T05:52:56.293Z,4820
2020-04-10T05:53:26.293Z,4664
2020-04-10T05:53:56.293Z,4649
2020-04-10T05:54:26.293Z,4676
